cup,anno,importo_pagato
H53B20000130006,2021,9016.27
H53B20000130006,2022,31183.04
H53D20002320006,2018,16748.16
H53D20002320006,2019,28878.98
H53D20002320006,2020,130737.89
H53D20002320006,2021,88140.7
H53D20002320006,2022,2834.04
H53D20002320006,2023,278413.71
H53D20002330006,2019,30766.8
H53D20002330006,2020,139190.38
H53D20002330006,2022,203357.6
H53D20002330006,2023,117823.33
H53D20002340006,2018,17873.0
H53D20002340006,2019,26514.95
H53D20002340006,2022,331346.73
H53D20002340006,2023,179407.14
H53D21000180006,2021,6625.51
H53D21000180006,2022,27489.37
H53G20000660001,2024,3591.61
H53G20000660001,2025,32992.97
H53G20000660001,2026,83430.65
H54B17000130001,2019,46612.45
H54B17000130001,2020,29518.3
H54B17000130001,2021,16701.77
H54B17000130001,2022,4153.8
H54B17000130001,2023,30071.48
H54C19000000001,2019,23020.4
H54C19000000001,2020,15625.48
H54C19000000001,2021,35354.57
H54C19000000001,2022,161395.63
H54C19000000001,2023,121579.99
H54C19000000001,2024,74325.55
H54C19000000001,2025,4578.0
H54C19000010001,2018,624.0
H54C19000010001,2020,82004.74
H54C19000010001,2021,258086.05
H54C19000010001,2022,31226.36
H54C19000010001,2023,822.23
H55E17000010001,2020,12156.47
H55E17000010001,2021,314101.86
H55E17000010001,2022,528726.4
H55E17000010001,2023,876856.0
H55E17000010001,2024,627560.53
H55E17000010001,2025,82127.01
H55G23000000005,2023,285.0
H55G23000000005,2024,35.0
H55G23000000005,2025,91.48
H56J21000030001,2023,72107.31
H56J21000030001,2024,1661268.64
H56J21000030001,2025,755368.87
H56J23000040001,2024,5075.2
H56J23000040001,2025,50985.1
H56J23000040001,2026,51571.19
H57D23000010001,2025,23829.89
H57D23000010001,2026,51758.7
H58B18000040002,2019,54129.31
H59C18000020001,2019,4749.75
H59C18000020001,2020,24976.22
H59C18000020001,2021,112881.25
H59J21001190006,2023,24287.02
H59J21001190006,2024,11527.61
H61B21004550001,2023,48947.93
H63B19000350001,2022,36573.88
H63B19000350001,2023,41690.0
H63B19000350001,2024,49964.4
H64F17000010001,2018,4014.0
H64J19000050001,2021,5328.28
H64J19000050001,2023,335470.52
H64J19000050001,2024,113708.7
H64J19000050001,2025,4206.45
H67C18000330001,2023,49871.71
H68E18000190001,2024,33180.66
H68E18000190001,2025,22184.26
H69C18000070001,2020,3599.0
H69C18000070001,2021,53816.73
H69C18000070001,2023,34804.17
H69J21014550001,2025,15329.08
H71F18000050002,2020,78155.87
H71F18000050002,2021,37811.72
H73D20001690006,2018,5403.32
H73D20001690006,2019,16184.74
H73D20001690006,2021,69517.2
H73D20001690006,2022,67690.9
H73D20001690006,2023,97610.14
H73D20001690006,2025,15795.51
H74B17000060001,2019,38922.98
H74B17000060001,2020,102105.6
H74B17000060001,2021,125292.28
H74B17000060001,2022,10769.58
H78I21001610001,2024,9561.87
H86J17000450001,2018,2608.36
H86J17000450001,2019,799.1
H86J17000450001,2020,3378.4
H86J17000450001,2021,21236.18
H86J17000450001,2022,846.16
H86J17000450001,2023,12261.0
H87H20003060001,2022,159455.04
H88G20000060001,2022,7547.95
H88G20000060001,2025,31262.28
H89B22000010003,2024,3651982.53
H89B22000010003,2025,2357390.19
H89B22000010003,2026,433255.54
H89F19000130001,2021,49138.52
H89F19000130001,2022,41905.18
H89F19000130001,2023,157911.88
H89F19000130001,2025,120619.8
H89H18000170001,2018,8543.54
H89H18000170001,2021,467815.17
H89H18000170001,2022,143066.75
H89H18000170001,2023,335729.04
H89H18000170001,2024,391438.89
H89H18000170001,2025,188057.71
H92F16000290001,2024,43114.56
H92F16000290001,2025,109800.0
H92F16000290001,2026,87342.76
H93D20002590006,2019,197736.58
H93D20002590006,2020,218241.8
H93D20002590006,2021,404996.87
H93D20002590006,2022,186434.02
H93D20002590006,2023,27838.21
H93H18000110001,2022,62304.66
H93H18000110001,2024,45791.57
H97F19000100001,2020,9198.8
H97F19000100001,2021,23505.89
H97F19000100001,2024,12638.47
H97H22000970001,2024,12688.0
H97H22000980001,2024,4948.32
H99D22000140001,2024,12688.0
H99D23000060003,2024,4058.0
I12C19000340001,2023,5000.0
I12C21000330001,2024,32927.17
I19F17000090001,2019,84145.55
I19F17000090001,2020,66629.35
I21B19000450001,2021,28000.0
I21B19000450001,2022,40883.38
I21F18000020001,2021,1141.92
I21F18000020001,2023,391038.31
I21F18000020001,2024,6868.6
I24C18000190001,2021,140826.45
I24C18000190001,2022,307530.22
I24C18000190001,2023,99424.69
I24C18000190001,2024,46542.41
I25C18000030001,2023,249308.02
I25C18000030001,2024,899029.74
I25C18000030001,2025,512774.57
I25C20000010001,2021,3362.63
I25C20000010001,2024,27914.78
I25C20000010001,2025,344140.68
I25C20000010001,2026,5856.0
I27B16000380001,2024,3809.94
I27B16000380001,2025,14537.12
I27B16000390001,2024,929.64
I27B16000390001,2025,59426.56
I27C20000120001,2021,82604.39
I27C20000120001,2022,29731.79
I29B18000070001,2020,57917.46
I29J20001190001,2021,57103.69
I29J20001190001,2022,2702.66
I31B21003270005,2024,362290.66
I31B21003270005,2025,138930.84
I32E19000030007,2022,1899.19
I32E19000030007,2023,58123.47
I32E19000030007,2024,129099.0
I32E19000030007,2025,176396.36
I32E19000030007,2026,5999.72
I33B20000030001,2020,4123.6
I33B20000030001,2021,9503.8
I33B20000030001,2023,2745.0
I33B20000030001,2025,8031.81
I33G18000050001,2019,2587.72
I33G18000050001,2020,9417.11
I33H20000370005,2023,197717.15
I33H20000370005,2024,138060.23
I33H20000370005,2025,1929214.77
I33J18000130007,2020,48114.35
I33J18000130007,2021,2400.0
I33J18000130007,2022,156815.53
I33J18000130007,2023,90044.02
I33J18000130007,2024,680102.18
I34J20000040001,2019,9198.6
I34J20000040001,2020,15080.0
I34J20000040001,2021,15080.0
I34J20000040001,2022,378611.66
I34J20000040001,2023,544797.35
I34J20000040001,2024,409802.63
I35E17000000003,2018,11391.75
I35E17000000003,2019,1098.0
I35E17000000003,2021,15309.04
I35E17000000003,2022,11956.0
I35E17000000003,2024,3827.27
I35F21002830002,2025,55667.82
I35F21002830002,2026,32679.86
I35F22001610001,2024,608735.15
I35F22001610001,2025,79511.95
I36E17000030001,2019,51142.66
I36E17000030001,2021,58174.06
I37B18000350001,2021,10756.65
I37B18000350001,2023,24916.62
I37B18000360001,2022,15927.16
I37H20003000005,2023,77124.84
I37H20003000005,2024,94075.6
I38E18000300001,2021,12418.08
I38E18000300001,2024,45508.64
I38E18000340001,2020,7967.82
I38E18000340001,2023,231475.97
I38E18000340001,2024,408598.3
I38E18000340001,2025,538058.4
I38E18000350001,2022,51124.38
I38E18000350001,2023,43030.73
I38E18000350001,2024,673378.01
I38E18000630001,2023,52186.97
I39F19000200002,2020,62730.45
I42C21000340001,2025,4978.15
I42C21000350001,2023,14993.14
I42C21000350001,2024,7722.4
I42C21000350001,2025,67889.63
I42C21000350001,2026,9147.58
I43B20000060001,2022,12936.1
I43B20000060001,2025,70555.02
I43B20000060001,2026,266921.83
I43B20000130001,2022,5366.28
I43B20000130001,2023,38480.28
I43B20000130001,2024,61671.87
I43B20000130001,2025,68071.79
I43B20000130001,2026,2334.83
I43B20000140001,2022,9688.25
I43B20000140001,2023,106440.32
I43B20000140001,2024,116930.0
I43B20000140001,2025,90860.0
I43B20000140001,2026,114602.32
I43B20000150001,2022,4725.99
I43D21002130001,2024,6831.85
I43D21002130001,2025,191983.51
I43D21002130001,2026,133205.39
I43F20000010001,2022,11524.74
I43F20000010001,2023,400.0
I43F20000010001,2025,65811.59
I43H17000010001,2020,5996.04
I43H17000010001,2022,26260.12
I43H17000010001,2023,10141.46
I44H22000460001,2023,13938.84
I44H22000460001,2025,212503.49
I44H22000460001,2026,4346.15
I44J19000020001,2022,447.2
I44J19000020001,2023,44116.71
I44J19000020001,2024,493358.24
I44J19000020001,2025,53546.61
I45F22000400001,2024,13537.48
I45F22000400001,2025,282358.2
I45F22000410001,2024,6557.78
I45F22000410001,2025,45076.08
I45F22000410001,2026,152730.99
I45H18000570001,2023,33972.55
I46C19000080001,2019,2928.0
I46C19000080001,2020,42270.17
I46H22000010001,2024,2533.18
I46H22000010001,2025,77617.32
I46H22000010001,2026,56685.94
I47B19000040001,2020,2904.69
I47B19000040001,2021,3121.83
I47B19000040001,2022,660217.85
I47B19000040001,2023,2758949.19
I47B19000040001,2024,2539669.71
I47B19000040001,2025,2447023.44
I48E17000020001,2019,5307.0
I48E17000020001,2019,5307.0
I48E17000020001,2020,51909.02
I48E17000020001,2020,51909.02
I48E17000020001,2021,4056.72
I48E17000020001,2021,4056.72
I49G19000080005,2020,47395.22
I49G20000120001,2021,209686.86
I51D17000050001,2018,26000.0
I51D17000050001,2019,11499.97
I51E20000050001,2021,169055.33
I51E20000050001,2022,39128.83
I51G18000580006,2020,39149.8
I53H17000050001,2019,4545.06
I53H17000050001,2020,18883.35
I53H17000050001,2021,9175.18
I53H17000050001,2022,127475.16
I53H17000050001,2023,196775.83
I53H17000050001,2024,141748.54
I53H17000050001,2025,37022.88
I53H18000110001,2019,18989.22
I53H18000110001,2021,442475.39
I53H18000110001,2022,20946.52
I53H19000790001,2020,125837.3
I53H19000790001,2021,15626.37
I54C18000130001,2019,14831.95
I54C18000130001,2020,194781.8
I54C18000130001,2021,232556.79
I54C18000130001,2022,240995.38
I54C18000140001,2019,20760.46
I54C18000140001,2020,32935.18
I54C18000140001,2021,24887.6
I54C18000140001,2022,509708.84
I54C18000140001,2023,72088.73
I54J19000020001,2022,23616.33
I54J19000020001,2023,301255.69
I54J19000020001,2024,325562.93
I54J19000030001,2021,10857.16
I54J19000030001,2022,17063.51
I54J19000030001,2023,648005.44
I54J19000030001,2024,186093.58
I54J19000060001,2022,257750.66
I54J19000060001,2023,617039.02
I54J19000060001,2024,2149.69
I54J19000080001,2021,8806.62
I54J19000080001,2022,3354.0
I54J19000080001,2023,10287.09
I54J19000080001,2024,21120.96
I54J19000090001,2022,33802.8
I54J19000090001,2023,48186.97
I54J19000090001,2024,717558.86
I54J19000090001,2025,17234.06
I57B19000020001,2020,3032.37
I57B19000020001,2021,90644.2
I57B19000020001,2022,360569.56
I57B19000020001,2023,2100750.0
I57B19000020001,2024,1974354.79
I57B19000020001,2025,1469214.57
I57H21005270001,2024,5118.8
I59E17000030001,2019,179095.99
I59E17000030001,2020,107066.38
I59J21003340001,2023,67087.52
I59J21003340001,2024,674.67
I59J21003350001,2023,104931.52
I59J21003350001,2024,3121.61
I59J21003360001,2022,7159.78
I59J21003360001,2023,79643.36
I59J21003360001,2024,18505.61
I61B19000030005,2021,16958.0
I61B19000030005,2023,354674.55
I61B19000030005,2024,198249.12
I61B19000030005,2025,94398.85
I61B19000030005,2026,15584.99
I61E17000640002,2019,6849.46
I61E17000640002,2020,11815.75
I61E17000640002,2021,1387.85
I61E17000640002,2022,85725.67
I61E17000640002,2023,1698.0
I61E17000640002,2024,140034.47
I62C21000230001,2023,81227.13
I62C21000230001,2024,34913.18
I62C21000230001,2025,1653.46
I63B20000160001,2023,155.14
I63B20000160001,2025,84931.94
I63H17000020007,2019,8024.55
I63H17000020007,2020,45934.58
I63H17000020007,2021,15073.11
I63H17000020007,2022,157794.12
I63H17000020007,2023,125094.19
I63H17000020007,2024,230377.85
I67H21002950005,2024,22233.29
I67H21002950005,2025,407597.62
I67H21003010005,2026,9721.75
I67H21003060001,2024,8380.18
I67H21003100001,2024,2055.06
I67J19000010005,2021,19765.03
I67J19000010005,2022,500.0
I67J19000010005,2024,43707.62
I67J19000010005,2025,70630.46
I67J19000010005,2026,469684.75
I69F17000130001,2019,36831.36
I69F17000130001,2020,21953.99
I69F17000130001,2021,70932.91
I72B22000350001,2023,38709.22
I72B22000350001,2024,224475.83
I72B22000350001,2025,7211.6
I72B22000380002,2025,19345.38
I73H22000020001,2025,48430.49
I75B18000590005,2020,99088.83
I75B18000590005,2024,726.7
I76I22000010001,2024,29255.16
I76I22000010001,2025,158261.38
I77H22001390001,2024,255096.41
I77I18000950005,2019,13314.23
I77I18000950005,2020,24495.18
I77I18000950005,2021,93927.66
I77I18000950005,2022,7985.43
I77I18000950005,2023,9490.9
I78B19000010005,2022,145876.83
I81D18000010001,2021,18659.6
I81D18000010001,2022,38766.34
I81D18000010001,2023,176842.74
I81D18000010001,2024,12999.05
I81D18000010001,2025,806.65
I81H17000050002,2019,119275.2
I82C21000480001,2024,5295.66
I82C21000500001,2024,3076.27
I83B19000220002,2020,1191.31
I83B19000220002,2021,27039.33
I83B19000220002,2022,23781.83
I83B19000220002,2023,11679.33
I83B19000220002,2024,373334.44
I83B19000220002,2025,686646.5
I83B20000060002,2020,105558.66
I83B20000060002,2021,101078.1
I83B20000060002,2023,9548.24
I83B20000060002,2025,2950.77
I83B20000080001,2021,5157.38
I83B20000080001,2024,31799.28
I83B20000080001,2025,101544.14
I83B20000080001,2026,9004.71
I83G20000790002,2021,11108.78
I83G20000790002,2022,167445.3
I83G20000790002,2023,1203.52
I83G20000790002,2025,2678.51
I83H17000030007,2019,44123.35
I83H17000030007,2020,789.22
I83H17000030007,2021,13983.18
I83H17000030007,2022,202516.31
I83H17000030007,2023,262249.19
I83J20000010002,2021,26616.07
I83J20000010002,2025,390391.43
I84B18000050002,2020,11259.87
I84B18000050002,2021,33606.29
I84B18000050002,2024,37716.1
I84B18000050002,2025,390584.44
I84B18000050002,2026,4680.05
I85F21004000001,2024,47096.37
I85F21004010001,2024,15993.98
I85F21004010001,2025,75511.47
I86G21001780004,2021,5692.65
I86G21001780004,2022,157764.98
I86G21001780004,2023,9066.52
I87C17000000002,2021,330152.3
I87C17000000002,2022,136041.68
I87C17000000002,2023,322733.82
I87C17000000002,2024,11831.32
I87H21003570001,2024,76085.17
I87H21003570001,2025,9836.25
I87H21003590001,2024,40626.0
I87H21003590001,2026,31424.4
I87H21003600001,2024,15251.18
I87H21003600001,2025,9676.58
I87H21003610001,2024,10042.67
I89C17000110001,2024,2261.78
I89C18000020002,2018,750908.12
I89C18000020002,2019,651600.01
I89C18000020002,2020,375839.69
I89E17000030002,2022,113841.3
I89G19000490002,2020,109306.29
I89J18000310001,2023,22672.0
I89J18000310001,2024,5901.77
I89J18000310001,2025,90707.52
I89J21017930001,2023,11590.0
I89J21017930001,2024,5550.17
I93H19000310001,2020,63580.16
I93H19000310001,2021,234836.64
I95B17000010001,2019,33639.23
I95B17000010001,2020,115224.09
I95B17000010001,2021,11454.09
I95B17000010001,2022,717.53
I95B17000010001,2023,9287.94
I95B17000010001,2024,400306.65
I95B17000010001,2025,615200.1
I95B17000010001,2026,906185.63
I96J23000030001,2024,8601.39
I96J23000030001,2025,5664.01
I96J23000030001,2026,8955.6
I97B23000040001,2023,4086.0
I97B23000040001,2025,132972.41
J12C21001790001,2021,68192.42
J12C21001790001,2022,126184.8
J12C21001790001,2023,36400.0
J12C21001790001,2024,707647.2
J12C21001790001,2025,338496.2
J12C21001790001,2026,20204.0
J12C21001800001,2021,209537.06
J12C21001800001,2022,255656.62
J12C21001800001,2023,370083.17
J12C21001800001,2024,1497894.07
J12C21001800001,2025,982660.19
J12C21001800001,2026,6124.58
J12C21001810001,2022,167423.15
J12C21001810001,2023,156427.05
J12C21001820001,2021,42111.64
J12C21001820001,2022,303678.73
J12C21001820001,2023,646560.07
J12C21001820001,2024,163470.14
J12C21001820001,2025,4527.33
J13F20000010001,2021,34916.4
J13F20000010001,2022,76799.8
J13F20000010001,2023,97278.4
J13F20000010001,2024,207670.91
J13F20000010001,2025,31781.0
J13F20000010001,2026,35.0
J13F20000020001,2021,34650.92
J13F20000020001,2022,33802.0
J13F20000020001,2024,1095045.83
J13F20000020001,2025,406256.13
J13F20000020001,2026,447918.22
J13F20000030001,2021,25135.48
J13F20000030001,2022,49442.47
J13F20000030001,2023,5720.0
J13F20000030001,2024,44181.95
J13F20000030001,2025,1870024.2
J13F20000030001,2026,1741321.89
J13H19000130001,2020,48683.29
J13H19000130001,2021,127388.78
J13H19000130001,2022,50869.4
J13H19000130001,2023,1779797.59
J13H19000130001,2024,2471058.8
J13H19000130001,2025,82317.3
J13H19000130001,2026,65362.8
J28B18000110006,2019,64870.08
J28B18000110006,2020,6391.4
J28B18000110006,2021,531736.8
J28B18000110006,2022,361913.83
J29B18000110002,2019,4313.92
J29B18000110002,2020,50076.82
J29B18000110002,2021,7808.0
J29B18000110002,2022,305.0
J29D19000000001,2021,15357.74
J29D19000000001,2022,73524.97
J29D19000000001,2023,77776.7
J29D19000010002,2020,1733.62
J29D19000010002,2021,3895.66
J29D19000020002,2021,6256.15
J29G20000080001,2022,130734.22
J29G20000090001,2021,68035.27
J29I18000010002,2019,3222.3
J29I18000010002,2020,41151.12
J29I18000010002,2021,40852.66
J31B21003840005,2021,917.47
J31B21003840005,2022,191647.87
J31B21003840005,2023,77646.71
J31E20000100001,2021,40632.26
J31E20000100001,2022,35513.8
J32F18000150001,2022,41324.71
J32F18000150001,2023,114859.29
J32F18000150001,2024,105716.19
J33B19000310002,2022,36965.54
J33B19000310002,2024,607397.32
J33B19000310002,2025,137500.0
J34B19000080002,2020,6240.0
J34B19000080002,2021,98170.38
J34B19000080002,2022,68458.93
J34B19000080002,2023,5948.75
J34H20000260001,2020,5457.83
J34H20000260001,2021,133366.16
J34I19001640001,2019,13618.2
J34I19001640001,2020,58152.06
J34I19001640001,2022,40006.77
J35H19000050006,2019,29700.0
J35H19000050006,2020,19507.71
J37B20000440001,2021,27459.65
J37B20000440001,2022,332.8
J37B20000440001,2023,22842.39
J37H21004170001,2024,12810.0
J37H21004170001,2025,86295.64
J47H19000010001,2021,190107.95
J49D18000020002,2021,30.0
J49D18000020002,2022,6212.98
J49D18000020002,2024,432042.08
J49D18000020002,2025,225954.19
J51B21002250001,2023,10651.76
J53H19000150001,2022,2184.0
J53I19000020001,2024,3258.56
J54H17000680001,2021,7865.93
J56J16000980001,2024,106442.16
J57B20000750001,2020,6659.17
J57B20000750001,2021,106749.94
J57B20000750001,2022,220222.74
J57B20000750001,2023,27311.31
J57H21007110001,2023,1727.15
J57H21007110001,2024,8475.29
J57H21007110001,2025,29780.8
J57H21007120001,2023,12763.28
J57H21007120001,2024,11475.48
J57H21007120001,2025,132460.02
J57H21007150001,2024,43641.95
J57H21007150001,2025,43058.42
J57H21007150001,2026,88724.83
J58H21000060001,2023,14493.6
J58H21000060001,2024,16673.19
J61B20000580005,2021,95508.35
J61B20000580005,2022,113114.73
J62B20000120005,2021,1795.5
J62B20000120005,2022,4182.2
J62F23000070001,2024,9622.05
J63C20001680001,2022,25219.49
J63C20001680001,2025,762.5
J63C20001680001,2026,115803.89
J63H19001010001,2021,17793.54
J63H19001010001,2022,181095.09
J63H19001010001,2023,45388.06
J64F18000460005,2021,15505.54
J64F18000460005,2022,38764.94
J64F18000460005,2023,30845.65
J64F18000460005,2024,560669.25
J64F18000460005,2025,436415.61
J64F18000460005,2026,89953.37
J66F18000240002,2019,10359.13
J66F18000240002,2020,1830.0
J66J21000030001,2025,36465.9
J68E17000030005,2019,1518.0
J68E17000030005,2020,67931.62
J72B20000000001,2021,14013.15
J72B20000000001,2022,42927.76
J72E20000000001,2021,5779.09
J72E20000000001,2022,93452.25
J72E20000000001,2023,90534.52
J76F19000290006,2022,12777.35
J77B18000040005,2019,250.0
J77B18000040005,2020,47498.92
J77H20001880001,2021,54833.21
J77H20001880001,2022,143712.39
J79H18000060002,2018,609.33
J79H18000060002,2020,217.83
J79H18000060002,2021,32878.66
J79H18000060002,2022,68192.86
J79H18000060002,2024,655315.77
J79J21014840005,2025,1561.1
J83B19000180005,2021,150.0
J83B19000180005,2022,71678.36
J83B19000180005,2023,162980.86
J92F21000080001,2024,19900.86
J92F21000080001,2025,73742.42
J92F23000050001,2025,137136.82
J99F19000020001,2020,124469.7
J99F19000020001,2021,171207.01
J99F19000020001,2022,132740.93
