n,data,codice_regione,nome_corretto,complessivo_numero_asseverazioni,complessivo_totale_investimenti_amessi,complessivo_importo_lavori_ammessi,edifici_condomini_numero_asseverazioni,edifici_condomini_totale_investimenti_amessi,edifici_condomini_importo_lavori_ammessi,edifici_unifamiliari_numero_asseverazioni,edifici_unifamiliari_totale_investimenti_amessi,edifici_unifamiliari_importo_lavori_ammessi,unita_indipendenti_numero_asseverazioni,unita_indipendenti_totale_investimenti_amessi,unita_indipendenti_importo_lavori_ammessi,castelli_aperti_numero_asseverazioni,castelli_aperti_totale_investimenti_amessi,castelli_aperti_importo_lavori_ammessi,nome_sorgente
15,2022-10-31,19,Sicilia,22437,3774483757.63,2515895221.45,2607,1558540078.44,1010369391.73,15969,1832728094.77,1219100810.02,3861,383215584.42,286425019.70,,,,Sicilia
16,2022-10-31,09,Toscana,25624,3412634485.93,2421152971.42,2436,1103647545.96,771887209.22,12819,1363863442.65,948569194.40,10369,945123497.32,700696567.80,,,,Toscana
17,2022-10-31,04,Trentino-Alto Adige/Südtirol,5017,1042190327.09,822894046.76,1972,712961247.08,551660438.68,2148,244843022.34,199744549.42,897,84386057.67,71489058.66,,,,Trentino-Alto-Adige
18,2022-10-31,10,Umbria,5561,977283786.69,675769818.02,903,476837629.56,330734339.25,3128,353255859.08,236229708.59,1530,147190298.05,108805770.18,,,,Umbria
19,2022-10-31,02,Valle d'Aosta/Vallée d'Aoste,706,162608211.18,108398344.46,244,116017390.78,73688010.79,350,36783055.81,27404129.26,112,9807764.59,7306204.41,,,,Valle d'Aosta
20,2022-10-31,05,Veneto,40095,5379850570.16,4009636767.10,2563,1483468595.94,1052270642.56,20027,2236884478.97,1659233147.06,17505,1659497495.25,1298132977.48,,,,Veneto
1,2022-11-30,13,Abruzzo,9583,1975411448.69,1324374238.09,1743,1123059934.85,736451923.54,5772,650993882.78,435749461.98,2068,201357631.06,152172852.57,,,,Abruzzo
2,2022-11-30,17,Basilicata,3713,837295848.27,598547373.35,823,502912646.22,372072950.27,2208,263300056.45,177102215.37,681,71019605.99,49345180.10,1,63539.61,27027.61,Basilicata
3,2022-11-30,18,Calabria,11850,2013395355.03,1433692270.03,1417,817776101.92,558295929.64,7432,882475094.71,637984659.78,3001,313144158.40,237411680.61,,,,Calabria
4,2022-11-30,15,Campania,19963,4360459266.00,2739819818.64,3746,2419437402.51,1452145570.37,12813,1579965215.03,1026185081.17,3404,361056648.46,261489167.10,,,,Campania
5,2022-11-30,08,Emilia-Romagna,27477,4872796343.71,3687361227.86,4576,2584952310.51,1956708318.01,14175,1503388325.10,1111227236.66,8726,784455708.10,619425673.19,,,,Emilia-Romagna
6,2022-11-30,06,Friuli-Venezia Giulia,8662,1189262550.40,900442670.18,664,417111719.27,293145774.48,5623,580246618.88,451363696.05,2375,191904212.25,155933199.65,,,,Friuli-Venezia Giulia
7,2022-11-30,12,Lazio,28992,5381640537.61,3505272354.20,3325,2584856373.66,1536094551.08,15743,1819276201.83,1240057061.07,9923,977418531.23,729082445.11,1,89430.89,38296.94,Lazio
8,2022-11-30,07,Liguria,4560,841218277.35,536014328.26,874,464070354.08,274760126.17,2541,274546659.17,183934451.02,1145,102601264.10,77319751.07,,,,Liguria
9,2022-11-30,03,Lombardia,52401,9887795648.59,7415614362.14,7333,4907772684.97,3544680289.99,27086,3114211039.89,2348796362.56,17981,1865724203.66,1522049989.52,1,87720.07,87720.07,Lombardia
10,2022-11-30,11,Marche,8105,1494318016.47,1060966181.71,1609,834441960.85,586600106.91,3996,431784668.09,302833424.41,2500,228091387.53,171532650.39,,,,Marche
11,2022-11-30,14,Molise,2207,388579756.57,259278931.36,323,172935422.89,116259747.71,1388,167975377.09,106493089.38,496,47668956.59,36526094.27,,,,Molise
12,2022-11-30,01,Piemonte,24390,4120130350.71,2964223505.60,3233,1746459616.67,1254090809.38,17177,2004947273.27,1425433190.05,3977,368123742.25,284177782.66,3,599718.52,521723.51,Piemonte
13,2022-11-30,16,Puglia,21401,3336681841.29,2336871596.06,1718,1195893650.61,808053465.38,15984,1767159725.94,1259828766.92,3699,373628464.74,268989363.76,,,,Puglia
14,2022-11-30,20,Sardegna,12399,1908842772.85,1294739842.17,653,523943100.99,356177014.83,8980,1083758076.93,727519656.89,2766,301141594.93,211043170.45,,,,Sardegna
15,2022-11-30,19,Sicilia,23074,3914694629.76,2678883247.59,2722,1636796613.58,1081740744.70,16434,1889040759.53,1294259997.18,3918,388857256.65,302882505.71,,,,Sicilia
16,2022-11-30,09,Toscana,26650,3614544197.35,2608223098.33,2625,1219711153.14,852673701.27,13284,1417130415.83,1010276183.46,10741,977702628.38,745273213.60,,,,Toscana
17,2022-11-30,04,Trentino-Alto Adige/Südtirol,5260,1100120999.40,892113107.09,2058,752663480.29,601145818.60,2274,259965207.28,215588535.21,928,87492311.83,75378753.28,,,,Trentino-Alto-Adige
18,2022-11-30,10,Umbria,5795,1021429770.63,725058348.43,952,500733414.95,358096329.50,3268,369558065.49,252781202.55,1575,151138290.19,114180816.38,,,,Umbria
19,2022-11-30,02,Valle d'Aosta/Vallée d'Aoste,734,176942172.95,122488446.95,263,129312509.23,86224011.55,359,37828291.48,28715677.91,112,9801372.24,7548757.49,,,,Valle d'Aosta
20,2022-11-30,05,Veneto,41734,5676963655.51,4339703105.99,2754,1620636723.42,1181143463.55,20891,2339076129.01,1779517226.27,18089,1717250803.08,1379042416.17,,,,Veneto
1,2022-12-31,13,Abruzzo,10080,2131615679.54,1499868830.23,1893,1236216165.66,826553055.02,6078,689396447.23,508375391.69,2109,206003066.65,164940383.52,,,,Abruzzo
2,2022-12-31,17,Basilicata,3875,886853731.51,660890450.26,876,539244643.47,407205586.43,2290,273612270.22,198729042.84,708,73933278.21,54928793.38,1,63539.61,27027.61,Basilicata
3,2022-12-31,18,Calabria,12214,2094910215.09,1539102163.75,1511,866769366.31,598637089.91,7646,909040329.66,689812045.97,3057,319100519.12,250653027.87,,,,Calabria
4,2022-12-31,15,Campania,20702,4603461157.12,2990899489.35,4019,2601840730.96,1576359865.62,13200,1631671222.26,1132743774.83,3483,369949203.90,281795848.90,,,,Campania
5,2022-12-31,08,Emilia-Romagna,29718,5363800866.07,4224028236.64,5166,2902241922.81,2231610030.44,15309,1629065091.10,1294541103.91,9243,832493852.16,697877102.29,,,,Emilia-Romagna
6,2022-12-31,06,Friuli-Venezia Giulia,9507,1320056489.35,1045060340.86,777,477413289.56,340041046.92,6184,636588156.16,528970673.12,2546,206055043.63,176048620.82,,,,Friuli-Venezia Giulia
7,2022-12-31,12,Lazio,30172,5671901359.77,3871699221.64,3594,2769509347.82,1677608371.90,16294,1888189574.04,1390851999.66,10283,1014113007.02,803200553.14,1,89430.89,38296.94,Lazio
8,2022-12-31,07,Liguria,4987,938009717.55,631591418.47,1008,530463556.51,322584546.20,2773,299602217.44,222567679.97,1206,107943943.60,86439192.30,,,,Liguria
9,2022-12-31,03,Lombardia,56182,10846190614.50,8460410414.12,8280,5543756587.69,4061993836.38,29016,3341921248.14,2716018596.71,18885,1960425058.60,1682310260.96,1,87720.07,87720.07,Lombardia
10,2022-12-31,11,Marche,8906,1658533830.53,1221374273.61,1818,935626725.77,656905623.50,4388,476881934.51,365067971.88,2700,246025170.25,199400678.23,,,,Marche
11,2022-12-31,14,Molise,2296,411082476.84,285314838.72,347,188773107.56,125941453.68,1440,173652635.86,120186035.58,509,48656733.42,39187349.46,,,,Molise
12,2022-12-31,01,Piemonte,25980,4447214690.86,3393373389.08,3644,1939860938.46,1407048052.41,18174,2121533164.84,1665866962.84,4159,385220869.04,319936650.32,3,599718.52,521723.51,Piemonte
13,2022-12-31,16,Puglia,22110,3492361427.45,2572591531.23,1844,1287558880.79,896407811.91,16444,1819721560.61,1383753422.17,3822,385080986.05,292430297.15,,,,Puglia
14,2022-12-31,20,Sardegna,12933,1983382852.18,1428618141.78,694,544048574.14,378219848.95,9375,1129941733.66,818012317.87,2864,309392544.38,232385974.96,,,,Sardegna
15,2022-12-31,19,Sicilia,23926,4121576674.74,2935811394.89,2921,1766053035.54,1186207368.42,17007,1958472077.00,1428019289.10,3998,397051562.20,321584737.37,,,,Sicilia
16,2022-12-31,09,Toscana,28431,3899257928.19,2997180646.00,2952,1355674279.05,969237575.22,14159,1514035543.25,1182320072.37,11320,1029548105.89,845622998.41,,,,Toscana
17,2022-12-31,04,Trentino-Alto Adige/Südtirol,5874,1232746956.89,1029042065.48,2341,848955028.81,691201719.10,2508,287683372.83,251510899.91,1025,96108555.25,86329446.47,,,,Trentino-Alto-Adige
18,2022-12-31,10,Umbria,6176,1103866493.69,819059220.40,1048,552863409.94,399648414.02,3492,394079038.51,293256375.09,1636,156924045.24,126154431.29,,,,Umbria
19,2022-12-31,02,Valle d'Aosta/Vallée d'Aoste,820,200581388.03,145923771.11,308,148977166.22,102771348.96,396,41587693.48,34793406.41,116,10016528.33,8359015.74,,,,Valle d'Aosta
20,2022-12-31,05,Veneto,44551,6086325259.27,4878835350.46,3046,1759285584.63,1310606504.54,22449,2515741020.27,2043691890.31,19056,1811298654.37,1524536955.61,,,,Veneto
1,2023-01-31,13,Abruzzo,10273,2195785328.02,1566610149.91,1974,1287913084.84,866717581.55,6167,699915644.63,529795772.23,2132,207956598.55,170096796.13,,,,Abruzzo
2,2023-01-31,17,Basilicata,3970,917033848.99,689492710.39,911,561514645.96,424049266.99,2342,280377774.75,208264239.09,716,75077888.67,57152176.70,1,63539.61,27027.6,Basilicata
3,2023-01-31,18,Calabria,12379,2142901350.74,1594659435.35,1561,900497808.79,625581597.85,7742,921827478.17,712048877.64,3076,320576063.78,257028959.86,,,,Calabria
4,2023-01-31,15,Campania,21053,4733799433.53,3123205157.39,4170,2704806774.38,1656372355.13,13386,1656648918.60,1178441247.39,3497,372343740.55,288391554.87,,,,Campania
5,2023-01-31,08,Emilia-Romagna,31446,5717362042.82,4599897868.42,5584,3117255678.14,2406362576.02,16149,1725611320.17,1433966986.94,9713,874495044.51,759568305.46,,,,Emilia-Romagna
6,2023-01-31,06,Friuli-Venezia Giulia,10191,1408730786.41,1148807916.04,841,503546296.53,362760899.83,6633,685770745.81,593783929.28,2717,219413744.07,192263086.93,,,,Friuli-Venezia Giulia
7,2023-01-31,12,Lazio,30724,5860974037.10,4061294507.46,3773,2919792848.26,1780612160.21,16523,1915058053.61,1448547555.18,10427,1026033704.34,832096495.13,1,89430.89,38296.9,Lazio
8,2023-01-31,07,Liguria,5219,991029135.93,682644745.28,1074,566499072.64,346224153.09,2895,312529210.26,242950331.78,1250,112000853.03,93470260.41,,,,Liguria
9,2023-01-31,03,Lombardia,58366,11395044418.55,9033098268.94,8850,5909113209.35,4335498260.96,30016,3461680017.73,2914982146.45,19499,2024163471.40,1782530141.46,1,87720.07,87720.0,Lombardia
10,2023-01-31,11,Marche,9291,1724794926.30,1299214779.57,1910,971457851.99,687860033.51,4588,499181919.70,397253842.73,2793,254155154.61,214100903.33,,,,Marche
11,2023-01-31,14,Molise,2349,422849783.17,300017869.58,369,197611968.71,132208504.64,1460,175844674.04,126993650.75,520,49393140.42,40815714.19,,,,Molise
12,2023-01-31,01,Piemonte,26937,4634503409.36,3648620372.67,3912,2048894542.64,1502509472.55,18733,2188455756.69,1803935726.62,4289,396553391.51,341653449.99,3,599718.52,521723.5,Piemonte
13,2023-01-31,16,Puglia,22467,3594871217.86,2706407585.48,1939,1361658598.76,956718062.11,16623,1840598183.82,1443067306.51,3905,392614435.28,306622216.86,,,,Puglia
14,2023-01-31,20,Sardegna,13178,2029009441.01,1499683818.88,720,564590522.67,395528564.74,9553,1151232712.64,861807369.59,2905,313186205.70,242347884.55,,,,Sardegna
15,2023-01-31,19,Sicilia,24311,4238253092.85,3060181080.53,3064,1853987060.70,1247009933.25,17222,1984972372.24,1482987106.72,4025,399293659.91,330184040.56,,,,Sicilia
16,2023-01-31,09,Toscana,29623,4071981755.75,3220127699.91,3125,1427998646.32,1033003659.94,14743,1576474575.76,1279890121.11,11755,1067508533.67,907233918.86,,,,Toscana
17,2023-01-31,04,Trentino-Alto Adige/Südtirol,6831,1433595769.64,1236408633.04,2774,989026492.68,827808884.47,2873,332060434.33,304019027.82,1184,112508842.63,104580720.75,,,,Trentino-Alto-Adige
18,2023-01-31,10,Umbria,6385,1145293382.64,862776682.41,1103,577520916.55,418075121.37,3593,405363203.66,311925793.15,1689,162409262.43,132775767.89,,,,Umbria
19,2023-01-31,02,Valle d'Aosta/Vallée d'Aoste,863,210021322.38,159029957.85,329,155932230.56,111459661.65,414,43735203.20,38509774.04,120,10353888.62,9060522.16,,,,Valle d'Aosta
20,2023-01-31,05,Veneto,46447,6371926640.18,5248291538.81,3264,1866801891.66,1400747893.00,23450,2631433657.79,2225007521.92,19733,1873691090.73,1622536123.89,,,,Veneto
1,2023-02-28,13,Abruzzo,10499,2280504256.55,1653174059.09,2073,1355510755.25,920891977.60,6270,714969951.08,557384819.75,2156,210023550.22,174897261.74,,,,Abruzzo
2,2023-02-28,17,Basilicata,4050,944421677.79,724091818.37,949,583586563.83,445646769.82,2374,284591614.88,217640192.20,726,76179959.47,60777828.74,1,63539.61,27027.6,Basilicata
3,2023-02-28,18,Calabria,12572,2193914706.65,1657427849.78,1621,935299416.53,654138694.67,7855,936761057.77,740504023.31,3096,321854232.35,262785131.80,,,,Calabria
4,2023-02-28,15,Campania,21468,4919946638.06,3306847421.21,4391,2865744652.87,1774825863.26,13546,1678207444.98,1233211692.04,3531,375994540.21,298809865.91,,,,Campania
5,2023-02-28,08,Emilia-Romagna,32992,6094024382.18,4982879034.33,6027,3379693780.61,2619405426.42,16862,1803190355.34,1551535895.40,10103,911140246.23,811937712.51,,,,Emilia-Romagna
6,2023-02-28,06,Friuli-Venezia Giulia,10710,1516385226.31,1247202446.14,924,569537451.85,409162853.65,6924,716933802.80,633766534.89,2862,229913971.66,204273057.60,,,,Friuli-Venezia Giulia
7,2023-02-28,12,Lazio,31372,6085222831.71,4314517794.91,3986,3095833891.36,1935566766.88,16791,1947257225.59,1517495649.93,10594,1042042283.87,861417081.16,1,89430.89,38296.9,Lazio
8,2023-02-28,07,Liguria,5480,1058990480.44,743786879.53,1158,617547669.08,381470208.12,3004,323981431.18,262323278.38,1318,117461380.18,99993393.03,,,,Liguria
9,2023-02-28,03,Lombardia,60795,12119920993.84,9769910535.07,9575,6439621631.24,4781824563.20,31146,3598269582.57,3119182297.47,20073,2081942059.96,1868815954.33,1,87720.07,87720.0,Lombardia
10,2023-02-28,11,Marche,9640,1799411762.01,1377086361.04,2012,1021384093.53,727947889.69,4758,517488911.07,423688576.40,2870,260538757.41,225449894.95,,,,Marche
11,2023-02-28,14,Molise,2390,434429370.24,314644196.36,385,207354461.86,140321355.48,1478,177170758.31,132545146.76,527,49904150.07,41777694.12,,,,Molise
12,2023-02-28,01,Piemonte,27822,4880971764.33,3896745986.86,4170,2229409475.26,1635713954.94,19229,2244828282.61,1902917986.60,4420,406134287.94,357592321.81,3,599718.52,521723.5,Piemonte
13,2023-02-28,16,Puglia,22824,3727127298.32,2855294863.54,2073,1468132091.54,1037987539.10,16781,1860514772.93,1497985617.96,3970,398480433.85,319321706.48,,,,Puglia
14,2023-02-28,20,Sardegna,13499,2086781027.64,1580249248.60,755,591458309.75,419776505.74,9769,1175937777.82,907495247.42,2975,319384940.07,252977495.44,,,,Sardegna
15,2023-02-28,19,Sicilia,24744,4373183708.42,3213718591.07,3197,1955393114.49,1329259783.33,17485,2015139888.85,1546367586.41,4062,402650705.08,338091221.33,,,,Sicilia
16,2023-02-28,09,Toscana,30597,4247435877.82,3417762681.90,3334,1527658420.67,1116010208.44,15157,1623060539.19,1350460601.40,12106,1096716917.96,951291872.06,,,,Toscana
17,2023-02-28,04,Trentino-Alto Adige/Südtirol,7698,1633584788.76,1420717935.65,3204,1136016315.81,953974830.79,3217,375157862.28,350286084.42,1277,122410610.67,116457020.44,,,,Trentino-Alto-Adige
18,2023-02-28,10,Umbria,6655,1209552504.71,930842487.37,1165,620077855.26,456101287.59,3748,422811576.99,335477957.04,1742,166663072.46,139263242.74,,,,Umbria
19,2023-02-28,02,Valle d'Aosta/Vallée d'Aoste,901,222017755.28,169057558.95,351,166154146.86,118872861.17,426,45220651.39,40586862.81,124,10642957.03,9597834.97,,,,Valle d'Aosta
20,2023-02-28,05,Veneto,48250,6695376776.97,5608626450.86,3510,2029789196.92,1524925557.93,24318,2729136627.32,2365967341.31,20422,1936450952.73,1717733551.62,,,,Veneto
1,2023-03-31,13,Abruzzo,10905,2376391491.93,1797715249.06,2185,1420323380.05,976958459.85,6524,743029597.84,633691581.86,2196,213038514.04,187065207.35,,,,Abruzzo
2,2023-03-31,17,Basilicata,4180,980191277.63,776740368.09,981,609441155.63,470074626.75,2454,292931956.37,240590990.85,744,77754626.02,66047722.88,1,63539.61,27027.61,Basilicata
3,2023-03-31,18,Calabria,12946,2284041304.42,1783382451.10,1714,994005278.78,696171300.53,8067,962966275.42,806709189.48,3165,327069750.22,280501961.09,,,,Calabria
4,2023-03-31,15,Campania,22159,5142334129.67,3602753463.05,4677,3040147271.60,1901565083.35,13877,1719176169.22,1378720932.88,3605,383010688.85,322467446.82,,,,Campania
5,2023-03-31,08,Emilia-Romagna,35053,6569055030.81,5459108878.89,6569,3693566808.46,2861522166.78,17903,1921676363.98,1720117944.88,10581,953811858.37,877468767.23,,,,Emilia-Romagna
6,2023-03-31,06,Friuli-Venezia Giulia,11449,1646881703.93,1381259012.99,1021,633785801.66,463714960.62,7422,772134702.43,699145033.37,3006,240961199.84,218399019.00,,,,Friuli-Venezia Giulia
7,2023-03-31,12,Lazio,32245,6342551182.73,4669005123.23,4206,3284339280.96,2061437937.69,17204,1994599473.52,1676741408.77,10834,1063523874.28,930737222.80,1,88553.97,88553.97,Lazio
8,2023-03-31,07,Liguria,6039,1179309001.72,849177666.58,1312,697895357.54,430817718.51,3301,355018339.55,306343923.89,1426,126395304.63,112016024.18,,,,Liguria
9,2023-03-31,03,Lombardia,63983,12938888073.53,10656552549.57,10359,6978438156.62,5218397187.03,32848,3806794528.37,3444358826.45,20775,2153567668.47,1993708816.02,1,87720.07,87720.07,Lombardia
10,2023-03-31,11,Marche,10207,1912656683.90,1505687673.96,2138,1089052314.03,786178551.95,5083,552943038.80,477470348.58,2986,270661331.07,242038773.43,,,,Marche
11,2023-03-31,14,Molise,2451,457715694.12,346812523.94,406,227549063.04,154853988.28,1503,179531772.95,147855026.75,542,50634858.13,44103508.91,,,,Molise
12,2023-03-31,01,Piemonte,29216,5238533439.10,4288641946.87,4588,2478529837.80,1825239664.64,20044,2339330660.58,2080870422.24,4581,420073222.20,382010136.48,3,599718.52,521723.51,Piemonte
13,2023-03-31,16,Puglia,23584,3894827592.72,3099848788.49,2208,1568036884.45,1120248760.94,17248,1913403275.74,1633394686.84,4128,413387432.53,346205340.71,,,,Puglia
14,2023-03-31,20,Sardegna,14094,2187721141.41,1721802044.43,811,635407754.31,449827555.75,10208,1223946201.12,998217425.17,3075,328367185.98,273757063.51,,,,Sardegna
15,2023-03-31,19,Sicilia,25560,4540828769.37,3470758886.42,3373,2053274085.70,1412293078.60,18039,2076853778.70,1699181261.82,4148,410700904.97,359284546.00,,,,Sicilia
16,2023-03-31,09,Toscana,32278,4528875049.20,3741355822.54,3603,1668281476.98,1220005891.82,15996,1713972643.98,1494376974.13,12679,1146620928.24,1026972956.59,,,,Toscana
17,2023-03-31,04,Trentino-Alto Adige/Südtirol,8465,1810232672.23,1569664182.86,3568,1266288477.31,1053282878.14,3510,410712895.55,389027861.00,1387,133231299.37,127353443.72,,,,Trentino-Alto-Adige
18,2023-03-31,10,Umbria,6988,1278570868.26,1009934004.66,1254,665119988.93,486226936.20,3929,441728526.92,372481392.70,1805,171722352.41,151225675.76,,,,Umbria
19,2023-03-31,02,Valle d'Aosta/Vallée d'Aoste,939,229078344.51,179971680.50,368,171006810.77,126166173.61,447,47349835.75,43861556.38,124,10721697.99,9943950.51,,,,Valle d'Aosta
20,2023-03-31,05,Veneto,51067,7212820729.18,6143316159.38,3882,2282053127.40,1687898080.66,25833,2906305603.49,2606882075.83,21352,2024461998.29,1848536002.89,,,,Veneto
1,2023-04-30,13,Abruzzo,11025,2440051041.82,1863995977.57,2257,1478425258.88,1025657129.42,6560,747486428.43,647501467.37,2208,214139354.51,190837380.78,,,,Abruzzo
2,2023-04-30,17,Basilicata,4221,1000226496.63,801643844.89,1012,628159863.62,488792820.23,2462,293844867.09,245635094.02,746,78158226.31,67188903.03,1,63539.61,27027.6,Basilicata
3,2023-04-30,18,Calabria,13055,2331664404.96,1834853239.41,1783,1037428074.44,733721614.27,8094,965922431.18,817222241.66,3178,328313899.34,283909383.48,,,,Calabria
4,2023-04-30,15,Campania,22426,5285337828.05,3729613454.08,4849,3170444136.64,1990378991.21,13959,1730649983.86,1411473489.76,3618,384243707.55,327760973.11,,,,Campania
5,2023-04-30,08,Emilia-Romagna,35443,6738113834.99,5631066660.19,6786,3845488871.94,2984266053.36,18003,1932786876.51,1754404786.84,10654,959838086.54,892395819.99,,,,Emilia-Romagna
6,2023-04-30,06,Friuli-Venezia Giulia,11593,1695232630.53,1428919354.31,1073,674942082.41,497387018.64,7470,777033377.07,709355108.22,3050,243257171.05,222177227.45,,,,Friuli-Venezia Giulia
7,2023-04-30,12,Lazio,32510,6506510556.50,4840086014.55,4357,3435926003.13,2189930272.80,17296,2005614237.71,1708024732.61,10856,1064881761.69,942042455.17,1,88553.97,88553.9,Lazio
8,2023-04-30,07,Liguria,6110,1230251959.57,890613476.44,1364,747044457.10,465793353.62,3309,356195963.40,311419881.32,1437,127011539.07,113400241.50,,,,Liguria
9,2023-04-30,03,Lombardia,64563,13305103549.01,11019252483.08,10722,7315890607.49,5503836355.60,32996,3828190331.85,3499488487.86,20844,2160934889.60,2015839919.55,1,87720.07,87720.0,Lombardia
10,2023-04-30,11,Marche,10342,1952974194.75,1553908120.61,2201,1121965274.23,815169378.26,5133,558774473.97,492142904.89,3008,272234446.55,246595837.46,,,,Marche
11,2023-04-30,14,Molise,2475,474044379.19,359908601.52,419,242908528.38,165188625.98,1511,180291527.34,150115458.80,545,50844323.47,44604516.74,,,,Molise
12,2023-04-30,01,Piemonte,29446,5404695450.51,4442244936.72,4753,2637782556.45,1940399566.77,20091,2344980395.09,2114732437.64,4599,421332780.45,386591208.80,3,599718.52,521723.5,Piemonte
13,2023-04-30,16,Puglia,23785,4001023391.53,3202807605.34,2294,1661883544.79,1185927108.24,17355,1925093204.74,1665413860.21,4136,414046642.00,351466636.89,,,,Puglia
14,2023-04-30,20,Sardegna,14176,2223428801.70,1765104571.42,837,665246186.91,472088776.43,10247,1228386939.57,1014725207.09,3092,329795675.22,278290587.90,,,,Sardegna
15,2023-04-30,19,Sicilia,25772,4646322253.66,3595884099.36,3490,2148719947.87,1496481066.27,18128,2086565018.67,1735108461.86,4154,411037287.12,364294571.23,,,,Sicilia
16,2023-04-30,09,Toscana,32528,4600537933.71,3832027225.04,3716,1726641641.53,1267448071.25,16069,1722168986.84,1520829242.40,12743,1151727305.34,1043749911.39,,,,Toscana
17,2023-04-30,04,Trentino-Alto Adige/Südtirol,8507,1838125558.02,1593708647.32,3602,1293129430.87,1074692549.12,3518,411770798.94,391289811.72,1387,133225328.21,127726286.48,,,,Trentino-Alto-Adige
18,2023-04-30,10,Umbria,7076,1336325737.37,1053730356.63,1309,718811867.29,516504517.05,3950,444352194.77,381986347.67,1817,173161675.31,155239491.91,,,,Umbria
19,2023-04-30,02,Valle d'Aosta/Vallée d'Aoste,949,236651347.25,188792623.80,379,178632009.24,134457106.03,446,47285396.38,44202997.29,124,10733941.63,10132520.48,,,,Valle d'Aosta
20,2023-04-30,05,Veneto,51393,7367101802.24,6315985377.83,4040,2421179989.70,1797788941.95,25900,2913269083.01,2642515934.06,21453,2032652729.53,1875680501.82,,,,Veneto
1,2023-05-31,13,Abruzzo,11203,2555246637.13,1953703406.72,2374,1586151193.22,1097478914.32,6614,754421912.30,662871653.20,2215,214673531.61,193352839.20,,,,Abruzzo
2,2023-05-31,17,Basilicata,4273,1021374662.25,832511236.29,1049,647587174.20,513156803.50,2472,295131504.06,250753558.51,751,78592444.38,68573846.67,1,63539.61,27027.61,Basilicata
3,2023-05-31,18,Calabria,13204,2401924305.07,1893086334.63,1880,1101011005.25,776207518.73,8135,971182534.32,829879306.15,3189,329730765.50,286999509.75,,,,Calabria
4,2023-05-31,15,Campania,22758,5457318093.08,3879101559.73,5094,3330556195.90,2099951197.99,14035,1741437571.33,1446537468.79,3629,385324325.85,332612892.95,,,,Campania
5,2023-05-31,08,Emilia-Romagna,35857,6940774526.19,5839977496.94,7045,4031855304.58,3145365391.96,18108,1944768778.37,1786994085.75,10704,964150443.24,907618019.23,,,,Emilia-Romagna
6,2023-05-31,06,Friuli-Venezia Giulia,11732,1764452088.25,1488742629.85,1153,737245113.93,544199807.98,7522,783400663.81,720761721.34,3057,243806310.51,223781100.53,,,,Friuli-Venezia Giulia
7,2023-05-31,12,Lazio,32854,6693344177.46,5028341351.20,4557,3607048978.57,2332114491.29,17390,2017014301.13,1739963823.31,10906,1069192343.79,956174482.63,1,88553.97,88553.97,Lazio
8,2023-05-31,07,Liguria,6212,1295423432.49,945648228.54,1431,808793357.57,511884750.30,3333,358755579.57,318257835.99,1448,127874495.35,115505642.25,,,,Liguria
9,2023-05-31,03,Lombardia,65295,13858479176.69,11503203402.97,11223,7840314573.01,5917496899.32,33159,3849618690.87,3544489987.07,20912,2168458192.74,2041128796.51,1,87720.07,87720.07,Lombardia
10,2023-05-31,11,Marche,10544,2038110589.29,1635460364.95,2324,1198460088.84,876008072.68,5193,565847733.93,507212156.35,3027,273802766.52,252240135.92,,,,Marche
11,2023-05-31,14,Molise,2504,489069269.34,374817609.99,443,257506813.78,177087000.60,1515,180670479.03,152744389.52,546,50891976.53,44986219.87,,,,Molise
12,2023-05-31,01,Piemonte,29764,5611529301.28,4643652085.01,4975,2833350800.93,2101522112.06,20171,2354839536.28,2150130395.84,4615,422739245.55,391477853.60,3,599718.52,521723.51,Piemonte
13,2023-05-31,16,Puglia,23983,4110948791.82,3321218090.03,2424,1763978835.02,1273800439.49,17407,1931228455.72,1690436952.03,4152,415741501.08,356980698.51,,,,Puglia
14,2023-05-31,20,Sardegna,14292,2270982080.85,1819947776.10,873,702221361.56,501528166.83,10313,1237547761.27,1035295302.28,3106,331212958.02,283124306.99,,,,Sardegna
15,2023-05-31,19,Sicilia,26056,4779279489.93,3729644203.69,3674,2269782117.32,1594351700.85,18213,2097113743.80,1766698616.22,4169,412383628.81,368593886.62,,,,Sicilia
16,2023-05-31,09,Toscana,32812,4727207629.23,3959892629.42,3863,1839286588.79,1352681023.13,16151,1731605105.33,1548299994.02,12798,1156315935.11,1058911612.27,,,,Toscana
17,2023-05-31,04,Trentino-Alto Adige/Südtirol,8552,1864098458.55,1624715244.20,3636,1317820654.65,1101673451.13,3526,412851892.73,394691536.23,1390,133425911.17,128350256.84,,,,Trentino-Alto-Adige
18,2023-05-31,10,Umbria,7178,1377931390.05,1105362993.56,1365,755219461.71,554022499.59,3984,448654416.30,393039370.32,1829,174057512.04,158301123.65,,,,Umbria
19,2023-05-31,02,Valle d'Aosta/Vallée d'Aoste,967,245157234.89,194597568.75,397,187125761.01,139805836.22,446,47298904.14,44501373.20,124,10732569.74,10290359.33,,,,Valle d'Aosta
20,2023-05-31,05,Veneto,51831,7555347483.32,6527342779.27,4258,2582925126.61,1939331105.59,26035,2930470439.93,2686283349.88,21538,2041951916.78,1901728323.80,,,,Veneto
