CUP,CIG,CIG_Accordo_Quadro
E99I23001030006,NULL,NULL
E99J21003720001,NULL,NULL
E99J21004140001,NULL,NULL
E99J21011310001,NULL,NULL
E99J21011310001,A02236D0D6,NULL
E99J21011380001,NULL,NULL
E99J21011440001,NULL,NULL
E99J21011490001,NULL,NULL
E99J21012490001,NULL,NULL
E99J21012500001,94786247F7,NULL
E99J21014050001,NULL,NULL
F11B21008640001,NULL,NULL
F11E22000580001,A02CC94798,NULL
F11G21000030002,NULL,NULL
F13E23000030002,NULL,NULL
F14D22001500006,NULL,NULL
F14D22001550006,NULL,NULL
F14D22001560006,NULL,NULL
F14D22001600006,NULL,NULL
F14D22001610006,NULL,NULL
F14D22001620006,NULL,NULL
F14D22001630006,NULL,NULL
F14D22001640006,NULL,NULL
F14D22001660006,NULL,NULL
F14D22001680006,NULL,NULL
F14D22001710006,NULL,NULL
F14D22001770006,NULL,NULL
F14D22001780006,NULL,NULL
F14D22001820006,NULL,NULL
F14D22001840006,NULL,NULL
F14D22001860006,NULL,NULL
F14D22001900006,NULL,NULL
F14D22001910006,NULL,NULL
F14D22001920006,NULL,NULL
F14D22001990006,NULL,NULL
F14D22002000006,NULL,NULL
F14D22002020006,NULL,NULL
F14D22002060006,NULL,NULL
F14D22002160006,NULL,NULL
F14D22002210006,NULL,NULL
F14D22002280006,NULL,NULL
F14D22002380006,NULL,NULL
F14D22002410006,NULL,NULL
F14D22002450006,NULL,NULL
F14D22002500006,NULL,NULL
F14D22002510006,NULL,NULL
F14D22004060006,NULL,NULL
F14D22004060006,A033D7F668,NULL
F14D22004060006,A033DC0C0A,NULL
F14H22000390001,NULL,NULL
F14H22000430006,NULL,NULL
F14H22001510006,NULL,NULL
F14H22001520006,NULL,NULL
F14H22001530006,NULL,NULL
F14H22001540006,NULL,NULL
F14J23000050006,NULL,NULL
F14J23000070006,9733567995,NULL
F14J23000170006,9746031734,NULL
F16G21002380005,NULL,NULL
F16J22000490006,NULL,NULL
F17B21000120006,NULL,NULL
F17B21000140006,NULL,NULL
F17B21000150006,NULL,NULL
F17B22000370001,B1471B712B,NULL
F17B22000410001,ZA63D39913,NULL
F18E21000020004,NULL,NULL
F19J21006730001,NULL,NULL
F19J21006860001,NULL,NULL
F19J21006920001,NULL,NULL
F19J21007060001,NULL,NULL
F19J21007340001,NULL,NULL
F19J21013070001,NULL,NULL
F24D22001320006,NULL,NULL
F24D22001340006,NULL,NULL
F24D22001360006,NULL,NULL
F24D22001370006,NULL,NULL
F24D22001390006,NULL,NULL
F24D22001410006,NULL,NULL
F24D22001500006,NULL,NULL
F24D22001520006,NULL,NULL
F24D22001540006,NULL,NULL
F24D22001550006,NULL,NULL
F24D22001630006,NULL,NULL
F24D22001640006,NULL,NULL
F24D22001650006,NULL,NULL
F24D22001670006,NULL,NULL
F24D22001700006,NULL,NULL
F24D22001710006,NULL,NULL
F24D22001730006,NULL,NULL
F24D22001780001,NULL,NULL
F24D22001810006,NULL,NULL
F24D22001820006,NULL,NULL
F24D22001830006,NULL,NULL
F24D22001860006,NULL,NULL
F24D22001890006,NULL,NULL
F24D22001920006,NULL,NULL
F24D22001930006,NULL,NULL
F24D22001940006,NULL,NULL
F24D22002010006,NULL,NULL
F24D22002030006,NULL,NULL
F24D22002060006,NULL,NULL
F24D22002090006,NULL,NULL
F24D22002140006,NULL,NULL
F24D22003460004,9974102958,NULL
F24H22000030006,NULL,NULL
F24J23000170006,NULL,NULL
F25B23000090006,NULL,NULL
F29J21005250001,NULL,NULL
F29J21005720001,NULL,NULL
F29J21011250001,94870766C7,NULL
F29J21011250001,NULL,NULL
F29J21011320001,NULL,NULL
F29J21012130001,NULL,NULL
F31E22000490006,NULL,NULL
F31I22000480001,NULL,NULL
F31I24000000005,NULL,NULL
F34D22001650006,NULL,NULL
F34D22001670006,NULL,NULL
F34D22001680006,NULL,NULL
F34D22001710006,NULL,NULL
F34D22001720006,NULL,NULL
F34D22001740006,NULL,NULL
F34D22001770006,NULL,NULL
F34D22001790006,NULL,NULL
F34D22001810006,NULL,NULL
F34D22001820006,NULL,NULL
F34D22001880006,NULL,NULL
F34D22001890006,NULL,NULL
F34D22001900006,NULL,NULL
F34D22001920006,NULL,NULL
F34D22001930006,NULL,NULL
F34D22001940006,NULL,NULL
F34D22001960006,NULL,NULL
F34D22001970006,NULL,NULL
F34D22002000006,NULL,NULL
F34D22002040006,NULL,NULL
F34D22002060006,NULL,NULL
F34D22002120006,NULL,NULL
F34D22002140006,NULL,NULL
F34D22002150006,NULL,NULL
F34D22002170006,NULL,NULL
F34D22002210006,NULL,NULL
F34D22002270006,NULL,NULL
F34D22002280006,NULL,NULL
F34D22002290006,NULL,NULL
F34D22002350006,NULL,NULL
F34D22002380006,NULL,NULL
F34D22002400006,NULL,NULL
F34D22002410006,NULL,NULL
F34D22002430006,NULL,NULL
F34D22002450006,NULL,NULL
F34D22002470006,NULL,NULL
F34D22002500006,NULL,NULL
F34D22002530006,NULL,NULL
F34D22002550006,NULL,NULL
F34D22002560006,NULL,NULL
F34D22002570006,NULL,NULL
F34D22002590006,NULL,NULL
F34D22002600006,NULL,NULL
F34D22002640006,NULL,NULL
F34D22002670006,NULL,NULL
F34D22002680006,NULL,NULL
F34D22002710006,NULL,NULL
F34D22002720006,NULL,NULL
F34D22002730006,NULL,NULL
F34D22002770006,NULL,NULL
F34D22002860006,NULL,NULL
F34E24000110002,NULL,NULL
F34H22000200006,NULL,NULL
F34H22000210006,NULL,NULL
F34H22000330006,NULL,NULL
F34H22000360001,NULL,NULL
F34J23000150006,9995980FA2,NULL
F34J23000170006,9744215C96,NULL
F34J23000200006,NULL,NULL
F36I22000130006,NULL,NULL
F37B21000210006,NULL,NULL
F37B21000220006,NULL,NULL
F37B22000420006,NULL,NULL
F37B22002020004,NULL,NULL
F39C22000020006,A04F5BD30B,95335137CD
F39E22000020001,B27789E9AD,NULL
F39J21006070001,NULL,NULL
F39J21006150001,NULL,NULL
F39J21006380001,NULL,NULL
F39J21006430001,NULL,NULL
F39J21006440001,NULL,NULL
F39J21006450001,NULL,NULL
F39J21006620001,NULL,NULL
F39J21007170001,NULL,NULL
F39J21013280001,NULL,NULL
F39J21015240001,NULL,NULL
F39J21015290001,NULL,NULL
F39J21015410001,NULL,NULL
F39J21015450001,NULL,NULL
F39J21016530001,NULL,NULL
F39J21018080001,NULL,NULL
F39J21018120001,NULL,NULL
F43D21003890001,NULL,NULL
F44C22001220006,NULL,NULL
F44C22001220006,B0638A4B86,NULL
F44D22001180006,NULL,NULL
F44D22001260006,NULL,NULL
F44D22001270006,NULL,NULL
F44D22001280006,NULL,NULL
F44D22001290006,NULL,NULL
F44D22001310006,NULL,NULL
F44D22001330006,NULL,NULL
F44D22001350006,NULL,NULL
F44D22001380006,NULL,NULL
F44D22001390006,NULL,NULL
F44D22001400006,NULL,NULL
F44D22001430006,NULL,NULL
F44D22001470006,NULL,NULL
F44D22001480006,NULL,NULL
F44D22001490006,NULL,NULL
F44D22001500006,NULL,NULL
F44D22001510006,NULL,NULL
F44D22001520006,NULL,NULL
F44D22001530006,NULL,NULL
F44D22001570006,NULL,NULL
F44D22001580006,NULL,NULL
F44D22001600006,NULL,NULL
F44D22001650006,NULL,NULL
F44D22001690006,NULL,NULL
F44D22001710006,NULL,NULL
F44D22001740006,NULL,NULL
F44D22001750006,NULL,NULL
F44D22001850006,NULL,NULL
F44D22001860006,NULL,NULL
F44D22001870006,NULL,NULL
F44D22001910006,NULL,NULL
F44D22001930006,NULL,NULL
F44D22001950006,NULL,NULL
F44D22001960006,NULL,NULL
F44D22001970006,NULL,NULL
F44D22002020006,NULL,NULL
F44D22002030006,NULL,NULL
F44D22002070006,NULL,NULL
F44D22002850006,999594204B,NULL
F44D22002850006,NULL,NULL
F44H22000050006,NULL,NULL
F44H22000480006,NULL,NULL
F45D22000070006,NULL,NULL
F47B21000150006,NULL,NULL
F47B21000160006,NULL,NULL
F47B22000210001,NULL,NULL
F47B22000260001,NULL,NULL
F47F22000020006,NULL,NULL
F49I22000440001,NULL,NULL
F49J21004340001,NULL,NULL
F49J21007950001,NULL,NULL
F49J21007980001,NULL,NULL
F49J21008080001,NULL,NULL
F49J21008090001,NULL,NULL
F49J21008190001,NULL,NULL
F49J21008210001,NULL,NULL
F49J21008220001,NULL,NULL
F49J21013650001,NULL,NULL
F49J21014780001,NULL,NULL
F52F22001090004,NULL,NULL
F54D22001490006,NULL,NULL
F54D22001500006,NULL,NULL
F54D22001530006,NULL,NULL
F54D22001570006,NULL,NULL
F54D22001600006,NULL,NULL
F54D22001620006,NULL,NULL
F54D22001640006,NULL,NULL
F54D22001690006,NULL,NULL
F54D22001700006,NULL,NULL
F54D22001710006,NULL,NULL
F54D22001740006,NULL,NULL
F54D22001750006,NULL,NULL
F54D22001760006,NULL,NULL
F54D22001890006,NULL,NULL
F54D22001930006,NULL,NULL
F54D22001940006,NULL,NULL
F54D22001950006,NULL,NULL
F54D22002020006,NULL,NULL
F54D22002070006,NULL,NULL
F54D22002080006,NULL,NULL
F54D22002130006,NULL,NULL
F54D22002150006,NULL,NULL
F54D22002200006,NULL,NULL
F54D22002220006,NULL,NULL
F54D22002230006,NULL,NULL
F54D22002290006,NULL,NULL
F54D22002300006,NULL,NULL
F54D22002320006,NULL,NULL
F54D22002340006,NULL,NULL
F54D22002350006,NULL,NULL
F54D22002410006,NULL,NULL
F54D22002440006,NULL,NULL
F54D22002470006,NULL,NULL
F54D22002820006,995723389B,NULL
F54D22004150006,99956932CF,NULL
F54H22000220006,NULL,NULL
F54H22000840001,NULL,NULL
F54H24004950006,NULL,NULL
F54J23000060001,A017451F95,NULL
F54J23000140006,974681917D,NULL
F56G21001940001,NULL,NULL
F57B21000070006,NULL,NULL
F57B21000080006,NULL,NULL
F57B21000090006,NULL,NULL
F57B22001760004,NULL,NULL
F58I22000460006,NULL,NULL
F59B22000000006,NULL,NULL
F59J21005670001,NULL,NULL
F59J21005690001,NULL,NULL
F59J21005720001,NULL,NULL
F59J21005880001,NULL,NULL
F59J21005940001,NULL,NULL
F59J21005970001,NULL,NULL
F59J21006140001,NULL,NULL
F59J21013020001,NULL,NULL
F59J21013900001,NULL,NULL
F63D21004270001,NULL,NULL
F63H20000110001,NULL,NULL
F63H20000130001,NULL,NULL
F64D22001740006,NULL,NULL
F64D22001800006,NULL,NULL
F64D22001820006,NULL,NULL
F64D22001920006,NULL,NULL
F64D22001930006,NULL,NULL
F64D22001940006,NULL,NULL
F64D22001970006,NULL,NULL
F64D22001980006,NULL,NULL
F64D22002010006,NULL,NULL
F64D22002030006,NULL,NULL
F64D22002050006,NULL,NULL
F64D22002060006,NULL,NULL
F64D22002070006,NULL,NULL
F64D22002120006,NULL,NULL
F64D22002130006,NULL,NULL
F64D22002140006,NULL,NULL
F64D22002150006,NULL,NULL
F64D22002160006,NULL,NULL
F64D22002170006,NULL,NULL
F64D22002180006,NULL,NULL
F64D22002210006,NULL,NULL
F64D22002220006,NULL,NULL
F64D22002230006,NULL,NULL
F64D22002240006,NULL,NULL
F64D22002250006,NULL,NULL
F64D22002260006,NULL,NULL
F64D22002280006,NULL,NULL
F64D22002300006,NULL,NULL
F64D22002330006,NULL,NULL
F64D22002350006,NULL,NULL
F64D22002370006,NULL,NULL
F64D22002410006,NULL,NULL
F64D22002430006,NULL,NULL
F64D22002450006,NULL,NULL
F64D22002510006,NULL,NULL
F64D22002530006,NULL,NULL
F64D22002570006,NULL,NULL
F64D22002580006,NULL,NULL
F64D22002630006,NULL,NULL
F64D22002650006,A020AEB75C,NULL
F64D22002740006,NULL,NULL
F64D22002760006,NULL,NULL
F64E22000360009,NULL,NULL
F64H22000170006,NULL,NULL
F64H22000260007,NULL,NULL
F64H22000310007,NULL,NULL
F64H22000370006,NULL,NULL
F64H23000140006,NULL,NULL
F64J23000200006,NULL,NULL
F64J23000220006,NULL,NULL
F65B22000020004,NULL,NULL
F67B22001310004,NULL,NULL
F69I22000090006,NULL,NULL
F69J21006870001,NULL,NULL
F69J21006920001,NULL,NULL
F69J21007030001,NULL,NULL
F69J21007490001,NULL,NULL
F69J21007660001,NULL,NULL
F69J21013320001,NULL,NULL
F69J21014480001,NULL,NULL
F69J21014480001,94790821ED,NULL
F69J21017040001,NULL,NULL
F69J21017100001,NULL,NULL
F71E21001200001,NULL,NULL
F74D22001520006,NULL,NULL
F74D22001540006,NULL,NULL
F74D22001560006,NULL,NULL
F74D22001590006,NULL,NULL
F74D22001610006,NULL,NULL
F74D22001640006,NULL,NULL
F74D22001650006,NULL,NULL
F74D22001670006,NULL,NULL
F74D22001710006,NULL,NULL
F74D22001760006,NULL,NULL
F74D22001770006,NULL,NULL
F74D22001780006,NULL,NULL
F74D22001800006,NULL,NULL
F74D22001820006,NULL,NULL
F74D22001850006,NULL,NULL
F74D22001890006,NULL,NULL
F74D22001900006,NULL,NULL
F74D22001910006,NULL,NULL
F74D22001930006,NULL,NULL
F74D22001960006,NULL,NULL
F74D22002010006,NULL,NULL
F74D22002030006,NULL,NULL
F74D22002050006,NULL,NULL
F74D22002060006,NULL,NULL
F74D22002110006,NULL,NULL
F74D22002140006,NULL,NULL
F74D22002150006,NULL,NULL
F74D22002220006,NULL,NULL
F74D22002240006,NULL,NULL
F74D22002260006,NULL,NULL
F74D22002280006,NULL,NULL
F74D22002310006,NULL,NULL
F74D22002320006,NULL,NULL
F74D22002340006,NULL,NULL
F74D22002370006,NULL,NULL
F74D22002410006,NULL,NULL
F74D22002420006,NULL,NULL
F74D22002470006,NULL,NULL
F74D22002530006,NULL,NULL
F74D22003520006,99850346B8,NULL
F74E24000130002,NULL,NULL
F74H21000190006,NULL,NULL
F74H22000100001,NULL,NULL
F74H22000450001,NULL,NULL
F77B21000170006,NULL,NULL
F77B22001240004,NULL,NULL
F78I20000060001,NULL,NULL
F79J21005090001,NULL,NULL
F79J21005180001,NULL,NULL
F79J21005200001,NULL,NULL
F79J21005260001,NULL,NULL
F79J21005330001,NULL,NULL
F79J21005370001,NULL,NULL
F79J21005500001,NULL,NULL
F79J21011710001,NULL,NULL
F79J21011860001,NULL,NULL
F79J21012130001,9993790068,NULL
F79J21014050001,NULL,NULL
F79J21015910006,9974793395,94080887D1
F79J21015920006,9974793395,94080887D1
F81B21008070006,NULL,NULL
F81C23001370006,A0652EFD4B,9066973ECE
F81G22000330006,NULL,NULL
F81I23000340006,NULL,NULL
F82C18000160003,NULL,NULL
F82F21001010001,A053F7370E,NULL
F83D21012260001,NULL,NULL
F83D23000120005,NULL,NULL
F84D22002540006,NULL,NULL
F84D22002550006,NULL,NULL
F84D22002560006,NULL,NULL
F84D22002590006,NULL,NULL
F84D22002610006,NULL,NULL
F84D22002690006,NULL,NULL
F84D22002700006,NULL,NULL
F84D22002710006,NULL,NULL
F84D22002740006,NULL,NULL
F84D22002750006,NULL,NULL
F84D22002790006,NULL,NULL
F84D22002810006,NULL,NULL
F84D22002840006,NULL,NULL
F84D22002870006,NULL,NULL
F84D22002880006,NULL,NULL
F84D22002900006,NULL,NULL
F84D22003000006,NULL,NULL
F84D22003040006,NULL,NULL
F84D22003110006,NULL,NULL
F84D22003170006,NULL,NULL
F84D22003180006,NULL,NULL
F84D22003270006,NULL,NULL
F84D22003300006,NULL,NULL
F84D22003370006,NULL,NULL
F84D22003450006,NULL,NULL
F84D22003470006,NULL,NULL
F84D22003510006,NULL,NULL
F84D22003560006,NULL,NULL
F84D22003570006,NULL,NULL
F84D22003590006,NULL,NULL
F84D22003640006,NULL,NULL
F84D22003650006,NULL,NULL
F84D22003670006,NULL,NULL
F84D22003690006,NULL,NULL
F84D22003700006,NULL,NULL
F84D22003710006,NULL,NULL
F84D22003790006,NULL,NULL
F84D22003800006,NULL,NULL
F84D22003920006,NULL,NULL
F84D22005350006,NULL,NULL
F84D22006230006,9967117525,NULL
F84E22001640006,NULL,NULL
F84E24000200002,NULL,NULL
F84F22001020006,NULL,NULL
F84H23000130001,9736640183,NULL
F84J23000250007,NULL,NULL
F85H23000050004,NULL,NULL
F86G18001980003,NULL,NULL
F86G21003590006,NULL,NULL
F86G21003600006,NULL,NULL
F86G22002740006,NULL,NULL
F86G22002750006,NULL,NULL
F86I22000200006,NULL,NULL
F87B21000210006,NULL,NULL
F87B21000230006,NULL,NULL
F87B21000300001,NULL,NULL
F87B21000670006,NULL,NULL
F87B21000680006,NULL,NULL
F87B22000430006,NULL,NULL
F87B22001860001,NULL,NULL
F87B22002130004,NULL,NULL
F87G22000560005,NULL,NULL
F89D21001010006,A0631D29DB,99798966B5
F89E22000050001,B277ABEA99,NULL
F89F23002280006,NULL,NULL
F89G21000090006,NULL,NULL
F89G22000520005,NULL,NULL
F89G22000530005,NULL,NULL
F89I22000270006,NULL,NULL
F89I23000290006,NULL,NULL
F89J21014910001,NULL,NULL
F89J21015000001,NULL,NULL
F89J21015100001,NULL,NULL
F89J21015170001,NULL,NULL
F89J21015180001,NULL,NULL
F89J21015400001,NULL,NULL
F89J21015710001,NULL,NULL
F89J21016000001,NULL,NULL
F89J21017520001,NULL,NULL
F89J21025420001,NULL,NULL
F89J21025550001,NULL,NULL
F89J21026000001,NULL,NULL
F89J21026000001,9476572A99,NULL
F89J21027060001,NULL,NULL
F89J21029490001,NULL,NULL
F89J21033030001,NULL,NULL
F90I22000020006,NULL,NULL
F93C22001070007,NULL,NULL
F93C22001080007,NULL,NULL
F93C23002350001,NULL,NULL
F93D21004370001,NULL,NULL
F93D21004410001,NULL,NULL
F94D22001390006,NULL,NULL
F94D22001410006,NULL,NULL
F94D22001420006,NULL,NULL
F94D22001430006,NULL,NULL
F94D22001440006,NULL,NULL
F94D22001490006,NULL,NULL
F94D22001500006,NULL,NULL
F94D22001510006,NULL,NULL
F94D22001560006,NULL,NULL
F94D22001590006,NULL,NULL
F94D22001600006,NULL,NULL
F94D22001610006,NULL,NULL
F94D22001620006,NULL,NULL
F94D22001640006,NULL,NULL
F94D22001670006,NULL,NULL
F94D22001690006,NULL,NULL
F94D22001740006,NULL,NULL
F94D22001760006,NULL,NULL
F94D22001770006,NULL,NULL
F94D22001780006,NULL,NULL
F94D22001800006,NULL,NULL
F94D22001840006,NULL,NULL
F94D22001890006,NULL,NULL
F94D22001920006,NULL,NULL
F94D22001930006,NULL,NULL
F94D22001980006,NULL,NULL
F94D22001990006,NULL,NULL
F94D22002050006,NULL,NULL
F94D22002060006,NULL,NULL
F94D22002070006,NULL,NULL
F94D22002080006,NULL,NULL
F94D22002110006,NULL,NULL
F94D22002130006,NULL,NULL
F94D22002140006,NULL,NULL
F94D22002160006,NULL,NULL
F94D22002180006,NULL,NULL
F94D22002190006,NULL,NULL
F94D22002250006,NULL,NULL
F94D22002400006,NULL,NULL
F94D22002420006,NULL,NULL
F94D22004120006,9987100FA0,NULL
F94D22004130006,99871611FB,NULL
F94J23000180006,9743226C70,NULL
F94J23000230005,NULL,NULL
F94J23000240001,9738134266,NULL
F95E22000010006,NULL,NULL
F97B21000080006,NULL,NULL
F99I20000160005,NULL,NULL
F99I22000580005,NULL,NULL
F99J20001360001,NULL,NULL
F99J21004970001,NULL,NULL
F99J21005150001,NULL,NULL
F99J21005160001,NULL,NULL
F99J21005180001,NULL,NULL
F99J21005200001,NULL,NULL
F99J21005220001,NULL,NULL
F99J21005230001,NULL,NULL
F99J21005380001,NULL,NULL
F99J21011900001,NULL,NULL
F99J21011980001,NULL,NULL
F99J21012360001,NULL,NULL
F99J21012570001,NULL,NULL
F99J21013040001,NULL,NULL
G11E22000030001,A0457A8EF4,NULL
G11J24000190007,NULL,NULL
G11J24000200007,NULL,NULL
G11J24000210007,NULL,NULL
G11J24000220007,NULL,NULL
G11J24000230007,NULL,NULL
G11J24000240007,NULL,NULL
G11J24000250007,NULL,NULL
G11J24000260007,NULL,NULL
G11J24000270007,NULL,NULL
G11J24000290007,NULL,NULL
G11J24000300007,NULL,NULL
G11J24000310007,NULL,NULL
G11J24000320007,NULL,NULL
G11J24000330007,NULL,NULL
G11J24000340007,NULL,NULL
G11J24000350007,NULL,NULL
G11J24000360007,NULL,NULL
G11J24000380007,NULL,NULL
G11J24000390007,NULL,NULL
G11J24000400007,NULL,NULL
G11J24000410007,NULL,NULL
G13C22001690001,NULL,NULL
G13D21002290001,NULL,NULL
G13D21002310001,NULL,NULL
G14D22002880006,NULL,NULL
G14D22002900006,NULL,NULL
G14D22002920006,NULL,NULL
G14D22002930006,NULL,NULL
G14D22002970006,NULL,NULL
G14D22003020006,NULL,NULL
G14D22003090006,NULL,NULL
G14D22003120006,NULL,NULL
G14D22003150006,NULL,NULL
G14D22003160006,NULL,NULL
G14D22003180006,NULL,NULL
G14D22003230006,NULL,NULL
G14D22003240006,NULL,NULL
G14D22003260006,NULL,NULL
G14D22003310006,NULL,NULL
G14D22003330006,NULL,NULL
G14D22003350006,NULL,NULL
G14D22003360006,NULL,NULL
G14D22003400006,NULL,NULL
G14D22003410006,NULL,NULL
G14D22003440006,NULL,NULL
G14D22003470006,NULL,NULL
G14D22003490006,NULL,NULL
G14D22003500006,NULL,NULL
G14D22003510006,NULL,NULL
G14D22003520006,NULL,NULL
G14D22003560006,NULL,NULL
G14D22003590006,NULL,NULL
G14D22003620006,NULL,NULL
G14D22003630006,NULL,NULL
G14D22003660006,NULL,NULL
G14D22003670006,NULL,NULL
G14D22003730006,A02B906484,NULL
G14D22003730006,NULL,NULL
G14D22003780006,NULL,NULL
G14D22003800006,NULL,NULL
G14D22003830006,NULL,NULL
G14D22003870006,NULL,NULL
G14D22003880006,NULL,NULL
G14D22003890006,NULL,NULL
G14D22003900006,NULL,NULL
G14D22003920006,NULL,NULL
G14D22003940006,NULL,NULL
G14D22003960006,NULL,NULL
G14D22004010006,NULL,NULL
G14D22004030006,NULL,NULL
G14D22004180006,NULL,NULL
G14D22005630006,9961926964,NULL
G14D22006320007,NULL,NULL
G14D22006330007,NULL,NULL
G14D22006340007,NULL,NULL
G14D22006350007,NULL,NULL
G14D22006360007,NULL,NULL
G14D22006370007,NULL,NULL
G14D22006380007,NULL,NULL
G14D22006400007,NULL,NULL
G14D22006410007,NULL,NULL
G14D22006420007,NULL,NULL
G14D22006430007,NULL,NULL
G14D22006440007,NULL,NULL
G14D22006450007,NULL,NULL
G14D22006460007,NULL,NULL
G14D22006470007,NULL,NULL
G14D22006480007,NULL,NULL
G14D22006490007,NULL,NULL
G14D22006500007,NULL,NULL
G14D22006520007,NULL,NULL
G14D22006530007,NULL,NULL
G14D22006540007,NULL,NULL
G14D22006550007,NULL,NULL
G14D22006560007,NULL,NULL
G14D22006570007,NULL,NULL
G14D22006580007,NULL,NULL
G14D22006590007,NULL,NULL
G14D22006600007,NULL,NULL
G14D22006610007,NULL,NULL
G14D22006620007,NULL,NULL
G14D22006630007,NULL,NULL
G14D22006640007,NULL,NULL
G14D22006650007,NULL,NULL
G14D22006660007,NULL,NULL
G14D22006670007,NULL,NULL
G14D22006680007,NULL,NULL
G14D22006690007,NULL,NULL
G14D22006700007,NULL,NULL
G14D22006710007,NULL,NULL
G14D22006880007,NULL,NULL
G14D22006890007,NULL,NULL
G14D22006900007,NULL,NULL
G14D22006910007,NULL,NULL
G14D22006920007,NULL,NULL
G14D22006930007,NULL,NULL
G14D22006940007,NULL,NULL
G14D22006950007,NULL,NULL
G14D22006960007,NULL,NULL
G14D22006970007,NULL,NULL
G14D22006980007,NULL,NULL
G14D22006990007,NULL,NULL
G14D22007000007,NULL,NULL
G14H22000270006,NULL,NULL
G14H22000520006,NULL,NULL
G14H22000610007,NULL,NULL
G14H22000620006,NULL,NULL
G14J23000180001,973803832D,NULL
G15I22000360005,NULL,NULL
G17B22000540006,NULL,NULL
G17B22000680004,NULL,NULL
G17B22000690004,NULL,NULL
G17B22000890004,NULL,NULL
G17B22000910004,NULL,NULL
G17B22001040004,NULL,NULL
G18E20000750001,NULL,NULL
G18E21000340004,NULL,NULL
G19B24000170004,NULL,NULL
G19J21005580001,NULL,NULL
G19J21005680001,NULL,NULL
G19J21005730001,NULL,NULL
G19J21005750001,NULL,NULL
G19J21005870001,NULL,NULL
G19J21005950001,NULL,NULL
G19J21005970001,NULL,NULL
G19J21012250001,NULL,NULL
G21B21006700006,94560871DA,NULL
G21E22000240001,NULL,NULL
G21J22000500007,NULL,NULL
G21J24000800007,NULL,NULL
G21J24000810007,NULL,NULL
G21J24000820007,NULL,NULL
G21J24000830007,NULL,NULL
G21J24000840007,NULL,NULL
G21J24000850007,NULL,NULL
G21J24000860007,NULL,NULL
G21J24000870007,NULL,NULL
G21J24000880007,NULL,NULL
G21J24000890007,NULL,NULL
G21J24000900007,NULL,NULL
G21J24000910007,NULL,NULL
G21J24000920007,NULL,NULL
G21J24000980007,NULL,NULL
G21J24000990007,NULL,NULL
G21J24001000007,NULL,NULL
G21J24001010007,NULL,NULL
G21J24001020007,NULL,NULL
G21J24001030007,NULL,NULL
G21J24001040007,NULL,NULL
G21J24001050007,NULL,NULL
G21J24001060007,NULL,NULL
G21J24001070007,NULL,NULL
G21J24001080007,NULL,NULL
G21J24001090007,NULL,NULL
G21J24001100007,NULL,NULL
G21J24001110007,NULL,NULL
G21J24001120007,NULL,NULL
G21J24001130007,NULL,NULL
G21J24001140007,NULL,NULL
G21J24001150007,NULL,NULL
G21J24001160007,NULL,NULL
G21J24001170007,NULL,NULL
G21J24001180007,NULL,NULL
G21J24001190007,NULL,NULL
G21J24001200007,NULL,NULL
G21J24001210007,NULL,NULL
G21J24001220007,NULL,NULL
G21J24001230007,NULL,NULL
G21J24001240007,NULL,NULL
G21J24001250007,NULL,NULL
G21J24001260007,NULL,NULL
G21J24001270007,NULL,NULL
G21J24001280007,NULL,NULL
G21J24001290007,NULL,NULL
G21J24001300007,NULL,NULL
G21J24001310007,NULL,NULL
G21J24001320007,NULL,NULL
G21J24001330007,NULL,NULL
G21J24001340007,NULL,NULL
G21J24001350007,NULL,NULL
G21J24001360007,NULL,NULL
G21J24001370007,NULL,NULL
G21J24001380007,NULL,NULL
G21J24001390007,NULL,NULL
G21J24001400007,NULL,NULL
G21J24001410007,NULL,NULL
G21J24001420007,NULL,NULL
G21J24001430007,NULL,NULL
G21J24001440007,NULL,NULL
G21J24001450007,NULL,NULL
G21J24001460007,NULL,NULL
G21J24001470007,NULL,NULL
G21J24001480007,NULL,NULL
G21J24001490007,NULL,NULL
G21J24001500007,NULL,NULL
G21J24001510007,NULL,NULL
G21J24001520007,NULL,NULL
G21J24001530007,NULL,NULL
G22C21000620006,A0106FA4B1,9747374B7A
G24D22002090006,NULL,NULL
G24D22002110006,NULL,NULL
G24D22002150006,NULL,NULL
G24D22002310006,NULL,NULL
G24D22002320006,NULL,NULL
G24D22002340006,NULL,NULL
G24D22002350006,NULL,NULL
G24D22002380006,NULL,NULL
G24D22002390006,NULL,NULL
G24D22002420006,NULL,NULL
G24D22002460006,NULL,NULL
G24D22002500006,NULL,NULL
G24D22002510006,NULL,NULL
G24D22002520006,NULL,NULL
G24D22002550006,NULL,NULL
G24D22002580006,NULL,NULL
