cup,cig,url_cig
B14J18000390001,86549567A1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=86549567A1
B15C19000110002,ZB0323D13C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZB0323D13C
B15C19000110002,8856950A59,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8856950A59
B16G22017750001,9712611C24,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9712611C24
B16H20000000001,ZB93BA3F92,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZB93BA3F92
B16I17000000002,ZA02E1A44E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZA02E1A44E
B16I17000000002,Z1120ECB3C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z1120ECB3C
B16I17000000002,Z1E242F2D7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z1E242F2D7
B16I17000000002,Z7323FC955,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z7323FC955
B16I17000000002,Z1621082DA,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z1621082DA
B16J21000000001,A014ABF18B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A014ABF18B
B16J21000000001,A00574A951,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A00574A951
B17H18005890001,ZBF3C350FA,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZBF3C350FA
B18D19000330001,88259761CE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=88259761CE
B18D19000330001,Z3A29FE87B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z3A29FE87B
B18D19000330001,Z252CCF304,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z252CCF304
B18D19000330001,ZF02A18645,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZF02A18645
B18D19000330001,ZDD2A18512,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZDD2A18512
B18D19000330001,B4A5B34A5B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B4A5B34A5B
B18D19000330001,ZBB2A66EAC,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZBB2A66EAC
B18D19000890001,8904650DA1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8904650DA1
B18D19000890001,8860075D2D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8860075D2D
B18D19000890001,Z5D2B1B06D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z5D2B1B06D
B19D18000040001,Z26322E6F7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z26322E6F7
B19D18000040001,995463155F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=995463155F
B21C19000030005,8046411C67,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8046411C67
B21C19000030005,Z2B2D45ED2,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z2B2D45ED2
B21C19000030005,ZA02D45FF6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZA02D45FF6
B21C19000030005,ZDE2D45F06,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZDE2D45F06
B21C19000030005,ZDF2D45F4B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZDF2D45F4B
B22C21001130001,97277243CB,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=97277243CB
B22C21001140001,9727731990,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9727731990
B22C21001140001,9726205E43,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9726205E43
B22C21001430001,ZB03B9055B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZB03B9055B
B22C21001430001,ZED3C6BF21,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZED3C6BF21
B22C21001430001,ZD93BB7438,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZD93BB7438
B22C21001430001,987071213A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=987071213A
B22E20000010001,B10570E8EB,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B10570E8EB
B22E20000010001,B54856B4C3,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B54856B4C3
B22E20000010001,B54269E958,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B54269E958
B22E20000010001,B27BFF47F5,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B27BFF47F5
B22E20000010001,B40D445E67,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B40D445E67
B22E20000010001,B10D3AF1C4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B10D3AF1C4
B22E20000010001,B5484964FD,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B5484964FD
B22F22000700005,B32475C9C6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B32475C9C6
B22F22000700005,B1D651EDF6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1D651EDF6
B22F22000700005,Z8F3C6C044,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8F3C6C044
B22F22000700005,Z7D3B9E0F6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z7D3B9E0F6
B22F22000700005,ZA53BB73EE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZA53BB73EE
B22F22000700005,9900117AFD,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9900117AFD
B22J18000130002,B76EC95B97,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B76EC95B97
B22J18000130002,839078245A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=839078245A
B23B20000200001,B5B9458414,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B5B9458414
B23B20000200001,ZD332115CA,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZD332115CA
B23B20000200001,A02F2D69DB,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A02F2D69DB
B23B20000200001,8593454693,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8593454693
B23D18000270001,8167863DC3,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8167863DC3
B23D18000270001,B0F3A0D799,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B0F3A0D799
B23D18000270001,B0A5D2100C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B0A5D2100C
B23D18000270001,9876992FA1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9876992FA1
B23D18000270001,B092A4BA86,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B092A4BA86
B23D18000270001,78741290D0,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=78741290D0
B23D18000270001,B951C9A8A4,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B951C9A8A4
B23F20000070001,ZC73C0980F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZC73C0980F
B23F20000070001,ZA13D8A10B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZA13D8A10B
B23F20000070001,Z8C3B212E3,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8C3B212E3
B23F20000070001,8672974C8C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8672974C8C
B23F20000080001,B12AE26C31,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B12AE26C31
B23F20000080001,9798348C8D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9798348C8D
B23F20000080001,ZE73BB7412,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZE73BB7412
B23F20000080001,B1326BDFBE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1326BDFBE
B23F20000200001,879600227A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=879600227A
B23F20000200001,A06ECCF89B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A06ECCF89B
B23F20000200001,Z1A34DC123,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z1A34DC123
B23G20002490001,87116454E0,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=87116454E0
B23G20002490001,B495492F19,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B495492F19
B23H19001140001,ZE938E56B0,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZE938E56B0
B23H19001140001,8858691712,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8858691712
B24B19000330002,B0504440E3,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B0504440E3
B24B19000330002,ZD43647772,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZD43647772
B24B19000330002,ZC936EC0F6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZC936EC0F6
B24B19000330002,ZCD31985B5,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZCD31985B5
B24B19000330002,86972838F9,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=86972838F9
B24B19000330002,Z713173924,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z713173924
B24B19000330002,ZB531738D7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZB531738D7
B24B19000330002,ZF53429454,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZF53429454
B24C19001480001,B66FFC4000,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B66FFC4000
B24C19001480001,8610463AD7,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8610463AD7
B24C19001480001,Z983C079BE,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z983C079BE
B24J18000230001,Z58356595A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z58356595A
B24J18000230001,ZF4228FB18,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZF4228FB18
B24J18000230001,Z212D0D422,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z212D0D422
B24J18000230001,912041006E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=912041006E
B24J18000230001,8146221A39,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8146221A39
B24J18000230001,Z072D0E0BC,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z072D0E0BC
B24J18000230001,ZF83C17FE9,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZF83C17FE9
B24J18000230001,Z23300DEB1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z23300DEB1
B24J18000230001,ZEA3C485A6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZEA3C485A6
B24J18000230001,Z0E3A1A312,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z0E3A1A312
B24J18000230001,Z543565169,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z543565169
B25F22000550001,9281219037,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9281219037
B25F22000550001,9281311C1F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9281311C1F
B26B19000410001,Z603C30A45,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z603C30A45
B26B19000410001,B2DDF7EAF0,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B2DDF7EAF0
B26B19000410001,Z143DA615A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z143DA615A
B26B19000410001,9868189F2A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9868189F2A
B26B19000410001,B0E6ACD069,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B0E6ACD069
B26C22001780005,987135215F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=987135215F
B26C22001780005,Z503B7DCDF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z503B7DCDF
B26C22001780005,ZAA3B7DC9E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZAA3B7DC9E
B26C22001780005,B40D47887F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B40D47887F
B26C22001780005,Z523B9424D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z523B9424D
B26C23000130001,999712722F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=999712722F
B26C23000130001,ZC93D1EB42,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZC93D1EB42
B28I17001280008,820401140C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=820401140C
B28I17001280008,B1DC07C403,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1DC07C403
B28I17001280008,B1161A0401,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1161A0401
B28I17001280008,7985500311,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=7985500311
B28I17001280008,9860938F73,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9860938F73
B28I17001280008,9532130285,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9532130285
B28I17001280008,ZCD3BA84B1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZCD3BA84B1
B28I17001280008,Z6B3C4CA5E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z6B3C4CA5E
B28I17001280008,ZC23BB5E55,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZC23BB5E55
B28I17001280008,97614825C6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=97614825C6
B28I17001280008,945131932C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=945131932C
B28I17001280008,9531815E8F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9531815E8F
B28I17001280008,B1908E397B,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1908E397B
B28I17001280008,ZE531A5336,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZE531A5336
B29C18000030001,9641573DBA,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9641573DBA
B31B21006540004,9236347AA8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236347AA8
B31B21006540004,B482B3D161,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B482B3D161
B31B21006540004,B6D47F5F18,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B6D47F5F18
B31B21006540004,9236327A27,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236327A27
B31B21006540004,9236356218,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236356218
B31B21006540004,9236292D44,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9236292D44
B31B21006540004,9794959FDB,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9794959FDB
B31B21006540004,B990395B23,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B990395B23
B31B21007520001,9235979AF9,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9235979AF9
B31B21007520001,92352544B1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=92352544B1
B31B21007520001,9233241782,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9233241782
B31B21007520001,923572595E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=923572595E
B31B21007530001,923572595E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=923572595E
B31B21007530001,92352544B1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=92352544B1
B31B21007530001,A0443EE792,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A0443EE792
B31B21007530001,9235979AF9,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9235979AF9
B31B21007530001,9233241782,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9233241782
B31B21007540001,9233241782,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9233241782
B31B21007540001,92352544B1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=92352544B1
B31B21007540001,923572595E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=923572595E
B31B21007540001,9235979AF9,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9235979AF9
B31D18000040002,Z0920CF36F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z0920CF36F
B31D18000040002,7688754086,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=7688754086
B31D18000040002,Z4323830DF,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z4323830DF
B32B21000030001,8666298758,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=8666298758
B32B21000030001,A02AA1A427,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A02AA1A427
B32B21000030001,B232806F88,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B232806F88
B32B21000030001,A03F1B0942,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=A03F1B0942
B32B21000030001,86999967D0,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=86999967D0
B32B21000080001,97049298C2,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=97049298C2
B32B21000080001,Z823B95B01,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z823B95B01
B32B21000090001,Z8C3B957D1,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z8C3B957D1
B32B21000090001,9704851864,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9704851864
B32C21001430001,9704240030,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9704240030
B32C21001430001,9732171991,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9732171991
B32C21001430001,ZB23C1080E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZB23C1080E
B32C21001430001,Z093C8A6BD,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z093C8A6BD
B32C21001540001,B91102E05C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B91102E05C
B32C21001540001,Z903AD0AA6,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z903AD0AA6
B32C21001540001,9777852AB8,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=9777852AB8
B32C21001540001,B311637996,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B311637996
B32C21001540001,B1F8D00B8F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B1F8D00B8F
B32C21001640001,B214103A79,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B214103A79
B32C21001640001,Z753AECA4F,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z753AECA4F
B32C21001640001,ZA83AECA54,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZA83AECA54
B32C21001640001,B58412BA7A,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B58412BA7A
B32C21001640001,B10E073A98,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B10E073A98
B32C21001650001,Z6E3AECA62,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z6E3AECA62
B32C21001650001,B2B139C70E,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B2B139C70E
B32C21001650001,Z3B3AECA5D,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z3B3AECA5D
B32C21001650001,B58B997A8C,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B58B997A8C
B32C21001650001,B2AF2CC329,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=B2AF2CC329
B32C21001660001,Z463AECA63,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=Z463AECA63
B32C21001660001,ZF13AECA65,https://dati.anticorruzione.it/superset/dashboard/dettaglio_cig/?cig=ZF13AECA65
